feature,best_lag_steps,best_lag_label,pearson,abs_pearson,spearman,abs_spearman,samples,mutual_information,transfer_entropy,importance_mean,pearson_score,spearman_score,mi_score,te_score,rf_score,consensus_score
isostripper | LI-2314,96,480min (8.00h),0.39605484172829986,0.39605484172829986,0.12512441945829286,0.12512441945829286,117988,,,,0.4856933835161614,0.14624370842946482,0.0,0.0,0.01313468536828809,0.1466435734855321
isostripper | TI-1096,1,5min (0.08h),0.3778648061844987,0.3778648061844987,-0.15494110746371462,0.15494110746371462,118715,,,,0.4629511488118164,0.1812005993549892,0.0,0.0,0.01313468536828809,0.14620154844827452
isostripper | FI-1449,576,2880min (48.00h),0.3367523048619335,0.3367523048619335,0.22241871910420163,0.22241871910420163,108371,,,,0.41154992135906965,0.2603109119961009,0.0,0.0,0.01313468536828809,0.14521778848125458
despropanizadora_y_despojo | TI-2333,432,2160min (36.00h),0.37282240845622816,0.37282240845622816,0.14873311709688727,0.14873311709688727,118789,,,,0.4566468514764512,0.17392239185989689,0.0,0.0,0.01313468536828809,0.14353374299016936
isostripper | FI-1450,576,2880min (48.00h),0.32369563073650776,0.32369563073650776,0.2339396794861461,0.2339396794861461,115192,,,,0.39522571205757806,0.27381801095208447,0.0,0.0,0.01313468536828809,0.1431628009992792
reactor_de_alquilacion | LI-1072,66,330min (5.50h),0.44087632545358313,0.44087632545358313,0.02157697481432984,0.02157697481432984,118286,,,,0.5417317953281023,0.024845358372020496,0.0,0.0,0.01313468536828809,0.1424434239299007
despropanizadora_y_despojo | FIC-2380,66,330min (5.50h),-0.3567948014855979,0.3567948014855979,-0.16579878629319897,0.16579878629319897,119351,,,,0.43660821006767797,0.19393007133650653,0.0,0.0,0.01313468536828809,0.1415252345594675
despropanizadora_y_despojo | TIC-2323,96,480min (8.00h),0.3795542626375537,0.3795542626375537,0.1225458940581393,0.1225458940581393,108017,,,,0.4650634050020601,0.14322066203526193,0.0,0.0,0.01313468536828809,0.14103262189787635
regenerador_de_acido | TI-1072,480,2400min (40.00h),0.3554141703617784,0.3554141703617784,0.16338283028554196,0.16338283028554196,118803,,,,0.4348820651691472,0.1910976202398195,0.0,0.0,0.01313468536828809,0.14066883067033176
reactor_de_alquilacion | FIC-1047,96,480min (8.00h),0.3754957529153698,0.3754957529153698,0.11887190006626547,0.11887190006626547,73117,,,,0.45998922136841536,0.1389132953950901,0.0,0.0,0.01313468536828809,0.13911797099343937
lab_carga_a_P201 | CARGA DE P-201 A/B C-3=,120,600min (10.00h),0.2590815320466658,0.2590815320466658,0.317970914675182,0.317970914675182,56835,,,,0.3144414280425385,0.372335684085535,0.0,0.0,0.01313468536828809,0.1377443809655369
reactor_de_alquilacion | TI-1051,42,210min (3.50h),0.3133972761452576,0.3133972761452576,0.22035724039471194,0.22035724039471194,118449,,,,0.3823501134025444,0.2578940477763117,0.0,0.0,0.01313468536828809,0.13755530685915487
lab_isobutano_reciclo | IC-4 DE RECICLO IC-4 Isobutano Reciclo %,504,2520min (42.00h),0.29333326328149495,0.29333326328149495,0.2449608540446418,0.2449608540446418,55698,,,,0.35726492384588154,0.2867391642620176,0.0,0.0,0.01313468536828809,0.13561077694284507
debutanizadora_y_tratamiento_de_alquilato | LIC-2130,12,60min (1.00h),0.33216248463487835,0.33216248463487835,0.17033738775170018,0.17033738775170018,110987,,,,0.4058114625966836,0.19925109814238126,0.0,0.0,0.01313468536828809,0.13462420171260012
psh | LIC-4069,576,2880min (48.00h),0.3944198133975816,0.3944198133975816,0.05874955221490582,0.05874955221490582,117516,,,,0.48364917651305195,0.06842624614118731,0.0,0.0,0.01313468536828809,0.13445990239151312
