feature,best_lag_steps,best_lag_label,pearson,abs_pearson,spearman,abs_spearman,samples
isostripper | LIC-1094,288,1440min (24.00h),-0.4185433333932419,0.4185433333932419,0.06780924689953505,0.06780924689953505,112627
despropanizadora_y_despojo | PI-1166,108,540min (9.00h),-0.41018081971343656,0.41018081971343656,0.024339507421322803,0.024339507421322803,118644
horno | FIC-1499A,108,540min (9.00h),-0.4079156247213163,0.4079156247213163,-0.14465778110765218,0.14465778110765218,118071
psh | TI-4162,132,660min (11.00h),-0.40780159861042553,0.40780159861042553,0.00632817108648204,0.00632817108648204,115269
tratadores_e_intercambiadores_de_butano | FI-1223,39,195min (3.25h),-0.40724532040779177,0.40724532040779177,-0.15582769468850158,0.15582769468850158,119247
horno | TI-1497,120,600min (10.00h),-0.40707128994098046,0.40707128994098046,-0.20925284383642656,0.20925284383642656,116979
regenerador_de_acido | TI-2704,552,2760min (46.00h),-0.4036199045175192,0.4036199045175192,0.010131095966029714,0.010131095966029714,117485
tratadores_e_intercambiadores_de_butano | PIC-1218,9,45min (0.75h),-0.4035519127961064,0.4035519127961064,-0.3260890283386384,0.3260890283386384,12119
horno | FIC-1500A,120,600min (10.00h),-0.40286593439217944,0.40286593439217944,-0.14224998160368932,0.14224998160368932,118053
horno | FI-1499B,120,600min (10.00h),-0.3995355817990298,0.3995355817990298,-0.16704539540757646,0.16704539540757646,117180
lab_carga_D03_a_E28 | FIC-1059C-OLEFINAS-1,45,225min (3.75h),-0.3993588656147744,0.3993588656147744,-0.36160185900040803,0.36160185900040803,55123
horno | FIC-1666,54,270min (4.50h),-0.3990880421187456,0.3990880421187456,-0.22025558544338292,0.22025558544338292,95527
horno | FI-1666A,54,270min (4.50h),-0.39877030781347994,0.39877030781347994,-0.21815358559471065,0.21815358559471065,95609
isostripper | TI-1497,120,600min (10.00h),-0.39837330531010007,0.39837330531010007,-0.20289222952363556,0.20289222952363556,118045
horno | TI-1511,108,540min (9.00h),-0.3980335299731437,0.3980335299731437,-0.16667030487450557,0.16667030487450557,116770
tratadores_e_intercambiadores_de_propano | FIC-2415,108,540min (9.00h),-0.39749297070963896,0.39749297070963896,0.058083006643608236,0.058083006643608236,118530
horno | TI-1515A-T-CONTROL-H-01,120,600min (10.00h),-0.39609426197110925,0.39609426197110925,-0.13296501494779278,0.13296501494779278,116626
horno | TI-1515B-T-CONTROL-H-01,120,600min (10.00h),-0.3954027307719478,0.3954027307719478,-0.12820207826144003,0.12820207826144003,115725
lab_isobutano_reciclo | FIC-1059C Olefinas 1,48,240min (4.00h),-0.39517783113435534,0.39517783113435534,-0.354385741684998,0.354385741684998,55642
tratadores_e_intercambiadores_de_butano | TIC-1309,69,345min (5.75h),-0.39284104640942746,0.39284104640942746,-0.14867709834311954,0.14867709834311954,102799
isostripper | TI-1108,120,600min (10.00h),-0.3911209394564572,0.3911209394564572,-0.1255391828332181,0.1255391828332181,117935
horno | FI-1903A-F-2-OLEFINAS,60,300min (5.00h),-0.3906206594866072,0.3906206594866072,-0.3198073978878417,0.3198073978878417,117150
lab_isobutano_fresco_a_D02 | FLUJO ISOBUTANO FRESCO,51,255min (4.25h),-0.390430312749848,0.390430312749848,-0.34476638715218333,0.34476638715218333,56785
horno | FI-1500B,120,600min (10.00h),-0.3903884989227086,0.3903884989227086,-0.14191846321522017,0.14191846321522017,117155
despropanizadora_y_despojo | TI-2320,120,600min (10.00h),-0.3896787512745874,0.3896787512745874,-0.13039431070456287,0.13039431070456287,115055
debutanizadora_y_tratamiento_de_alquilato | TI-2106,108,540min (9.00h),-0.38940565598455495,0.38940565598455495,-0.19707716474077014,0.19707716474077014,116179
horno | FI-1059B-F-1-OLEFINAS,48,240min (4.00h),-0.3877908804703015,0.3877908804703015,-0.27819242212501133,0.27819242212501133,118064
psh | LIC-4069,240,1200min (20.00h),-0.38227670619322696,0.38227670619322696,-0.10962037709074939,0.10962037709074939,117335
reactor_de_alquilacion | PI-1905,96,480min (8.00h),-0.3817182931016758,0.3817182931016758,-0.02258931121059599,0.02258931121059599,117229
horno | FIC-1900-F-2-ISOBUTANO-RECICLO,120,600min (10.00h),-0.3779761619536987,0.3779761619536987,-0.17988265710424065,0.17988265710424065,116600
reactor_de_alquilacion | FI-1903A,60,300min (5.00h),-0.37697931328882134,0.37697931328882134,-0.3059024697740501,0.3059024697740501,118276
lab_isobutano_fresco_a_D02 | BUTILENOS,432,2160min (36.00h),0.3764683505625574,0.3764683505625574,0.3428554067029839,0.3428554067029839,56785
reactor_de_alquilacion | FI-1059B,48,240min (4.00h),-0.37620371419046245,0.37620371419046245,-0.265473709270041,0.265473709270041,119202
debutanizadora_y_tratamiento_de_alquilato | TI-2104,144,720min (12.00h),-0.37596392286831304,0.37596392286831304,-0.2144583036937012,0.2144583036937012,116171
despropanizadora_y_despojo | TI-2340,108,540min (9.00h),-0.3742332528611852,0.3742332528611852,-0.26325200115657144,0.26325200115657144,119199
horno | TI-2581,108,540min (9.00h),-0.3735203920653352,0.3735203920653352,-0.2639909721646272,0.2639909721646272,116855
lab_isobutano_fresco_a_D02 | ISOBUTANO,552,2760min (46.00h),-0.36779866705612063,0.36779866705612063,-0.44035737526198804,0.44035737526198804,56752
tratadores_e_intercambiadores_de_butano | TI-1975,0,0min (0.00h),-0.3657077871309674,0.3657077871309674,-0.3226539166829694,0.3226539166829694,118193
horno | TI-2582,108,540min (9.00h),-0.36565591983000245,0.36565591983000245,-0.1675511806937093,0.1675511806937093,115927
tratadores_e_intercambiadores_de_butano | TI-1976,24,120min (2.00h),-0.3643812651828539,0.3643812651828539,-0.3170892338364203,0.3170892338364203,119078
isostripper | PI-1092B,120,600min (10.00h),-0.36302077015804346,0.36302077015804346,0.1672984090658918,0.1672984090658918,119074
debutanizadora_y_tratamiento_de_alquilato | PIC-2124,132,660min (11.00h),-0.36187813934579205,0.36187813934579205,-0.0647243122239884,0.0647243122239884,117363
horno | PIC-1662,432,2160min (36.00h),-0.3614027395952504,0.3614027395952504,0.01643799102019275,0.01643799102019275,92730
reactor_de_alquilacion | FIC-1900,132,660min (11.00h),-0.35990055724518516,0.35990055724518516,-0.17216797016522312,0.17216797016522312,117650
isostripper | TI-1112,120,600min (10.00h),-0.3596583245171952,0.3596583245171952,-0.11946337483112873,0.11946337483112873,119152
horno | FI-1501B,96,480min (8.00h),-0.3584611772322293,0.3584611772322293,-0.14275292866557884,0.14275292866557884,118084
tratadores_e_intercambiadores_de_butano | FIC-2121,0,0min (0.00h),-0.3583809151080605,0.3583809151080605,-0.34271672078688253,0.34271672078688253,118663
horno | FIC-1502A,108,540min (9.00h),-0.357130860862474,0.357130860862474,-0.1465846691155172,0.1465846691155172,118020
tratadores_e_intercambiadores_de_butano | TI-1977,27,135min (2.25h),-0.3561848315729205,0.3561848315729205,-0.1998805334099753,0.1998805334099753,117970
reactor_de_alquilacion | LI-1072,60,300min (5.00h),-0.35464685460106815,0.35464685460106815,0.02191728664993466,0.02191728664993466,118122
horno | PI-1661C,276,1380min (23.00h),-0.3545968474543225,0.3545968474543225,-0.003938427828052847,0.003938427828052847,95446
horno | TI-2584,108,540min (9.00h),-0.35258564488198074,0.35258564488198074,-0.189888451182363,0.189888451182363,116879
